pxd	data_file	category	field	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	micro_precision	micro_recall	micro_f1
PXD012203	140725_Sunil_iTRAQ_AD_11_A.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_A.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_A.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_A.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_B.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_11_C.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_A.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_B.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_12_C.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_A.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_B.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_13_C.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_A.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Biological	characteristics[disease]	1	3	1	0	2	1.000000	0.333333	0.500000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Biological	characteristics[organism part]	1	2	1	0	1	1.000000	0.500000	0.666667
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Biological	characteristics[sex]	0	0	0	0	0	NA	NA	NA
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[dissociation method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[label]	4	4	0	4	4	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[modification parameters]	1	3	0	1	3	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[ms2 mass analyzer]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	comment[proteomics data acquisition method]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	Technical	technology type	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	0	1	1	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	ExperimentalDesign	comment[technical replicate]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_B.raw	ExperimentalDesign	factor value[disease]	1	0	0	1	0	0.000000	0.000000	0.000000
PXD012203	140725_Sunil_iTRAQ_AD_14_C.raw	Biological	characteristics[age]	1	0	0	1	0	0.000000	0.000000	0.000000
