pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD007555	K1.1QEXI16153.raw	Biological	characteristics[age]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.1QEXI16153.raw	Biological	characteristics[disease]	NT = healthy; AC = HP:0032322	NT = healthy; AC = HP:0032322	cv:hp:0032322	cv:hp:0032322	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Biological	characteristics[organism part]	NT=cerebrospinal fluid;AC=UBERON:0001359	NT=cerebrospinal fluid; AC=UBERON:0001359	cv:uberon:0001359	cv:uberon:0001359	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD007555	K1.1QEXI16153.raw	Biological	characteristics[sex]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001286	NT=Trypsin;AC=MS:1001286	cv:ms:1001286	cv:ms:1001286	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[dissociation method]	NT=HCD; AC = PRIDE:0000590	NT=HCD; AC = PRIDE:0000590	cv:pride:0000590	cv:pride:0000590	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[fragment mass tolerance]	20 ppm	20 ppm	20 ppm	20 ppm	matched	exact_normalized	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[instrument]	NT=Q Exactive; AC = MS:1001911	NT=Q Exactive; AC = MS:1001911	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[label]	NT=label free sample;AC=MS:1002038	NT=label free sample; AC=MS:1002038	cv:ms:1002038	cv:ms:1002038	matched	cv_accession	1.000000
PXD007555	K1.1QEXI16153.raw	Technical	comment[precursor mass tolerance]	5 ppm	5 ppm	5 ppm	5 ppm	matched	exact_normalized	1.000000
PXD007555	K1.1QEXI16153.raw	ExperimentalDesign	characteristics[biological replicate]	1		1		assessed_only	unmatched	0.000000
PXD007555	K1.1QEXI16153.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	Biological	characteristics[age]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	Biological	characteristics[disease]	NT = healthy; AC = HP:0032322	NT = healthy; AC = HP:0032322	cv:hp:0032322	cv:hp:0032322	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Biological	characteristics[organism part]	NT=cerebrospinal fluid;AC=UBERON:0001359	NT=cerebrospinal fluid; AC=UBERON:0001359	cv:uberon:0001359	cv:uberon:0001359	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	Biological	characteristics[sex]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001285	NT=Trypsin;AC=MS:1001285	cv:ms:1001285	cv:ms:1001285	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[dissociation method]	NT=HCD; AC = PRIDE:0000590	NT=HCD; AC = PRIDE:0000590	cv:pride:0000590	cv:pride:0000590	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[fragment mass tolerance]	20 ppm	20 ppm	20 ppm	20 ppm	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[instrument]	NT=Q Exactive; AC = MS:1001911	NT=Q Exactive; AC = MS:1001911	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[label]	NT=label free sample;AC=MS:1002038	NT=label free sample; AC=MS:1002038	cv:ms:1002038	cv:ms:1002038	matched	cv_accession	1.000000
PXD007555	K1.2QEXI16195.raw	Technical	comment[precursor mass tolerance]	5 ppm	5 ppm	5 ppm	5 ppm	matched	exact_normalized	1.000000
PXD007555	K1.2QEXI16195.raw	ExperimentalDesign	characteristics[biological replicate]	1		1		assessed_only	unmatched	0.000000
PXD007555	K1.2QEXI16195.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	Biological	characteristics[age]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	Biological	characteristics[disease]	NT = healthy; AC = HP:0032322	NT = healthy; AC = HP:0032322	cv:hp:0032322	cv:hp:0032322	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Biological	characteristics[organism part]	NT=cerebrospinal fluid;AC=UBERON:0001359	NT=cerebrospinal fluid; AC=UBERON:0001359	cv:uberon:0001359	cv:uberon:0001359	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	Biological	characteristics[sex]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001284	NT=Trypsin;AC=MS:1001284	cv:ms:1001284	cv:ms:1001284	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[dissociation method]	NT=HCD; AC = PRIDE:0000590	NT=HCD; AC = PRIDE:0000590	cv:pride:0000590	cv:pride:0000590	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[fragment mass tolerance]	20 ppm	20 ppm	20 ppm	20 ppm	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[instrument]	NT=Q Exactive; AC = MS:1001911	NT=Q Exactive; AC = MS:1001911	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[label]	NT=label free sample;AC=MS:1002038	NT=label free sample; AC=MS:1002038	cv:ms:1002038	cv:ms:1002038	matched	cv_accession	1.000000
PXD007555	K1.3QEXI16203.raw	Technical	comment[precursor mass tolerance]	5 ppm	5 ppm	5 ppm	5 ppm	matched	exact_normalized	1.000000
PXD007555	K1.3QEXI16203.raw	ExperimentalDesign	characteristics[biological replicate]	1		1		assessed_only	unmatched	0.000000
PXD007555	K1.3QEXI16203.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD007555	K13.1QEXI16187.raw	Biological	characteristics[age]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K13.1QEXI16187.raw	Biological	characteristics[disease]	NT = healthy; AC = HP:0032322	NT = healthy; AC = HP:0032322	cv:hp:0032322	cv:hp:0032322	matched	cv_accession	1.000000
PXD007555	K13.1QEXI16187.raw	Biological	characteristics[organism part]	NT=cerebrospinal fluid;AC=UBERON:0001359	NT=cerebrospinal fluid; AC=UBERON:0001359	cv:uberon:0001359	cv:uberon:0001359	matched	cv_accession	1.000000
PXD007555	K13.1QEXI16187.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD007555	K13.1QEXI16187.raw	Biological	characteristics[sex]	anonymized	anonymized	anonymized	anonymized	matched	exact_normalized	1.000000
PXD007555	K13.1QEXI16187.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001283	NT=Trypsin;AC=MS:1001283	cv:ms:1001283	cv:ms:1001283	matched	cv_accession	1.000000
