pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD002029	Colon_ParticipantA_DF_1.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_1.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_2.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_DF_3.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_1.raw	ExperimentalDesign	comment[fraction identifier]	3	3	3	3	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_2.raw	ExperimentalDesign	comment[fraction identifier]	3	3	3	3	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_iFFPE_3.raw	ExperimentalDesign	comment[fraction identifier]	3	3	3	3	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_1.raw	ExperimentalDesign	comment[fraction identifier]	2	2	2	2	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	Technical	comment[label]	NT=label free sample	NT=label free sample	nt label free sample	nt label free sample	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	ExperimentalDesign	characteristics[biological replicate]	1	1	1	1	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_2.raw	ExperimentalDesign	comment[fraction identifier]	2	2	2	2	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_3.raw	Biological	characteristics[disease]	Normal healthy	Normal healthy	normal healthy	normal healthy	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_3.raw	Biological	characteristics[organism part]	Human colon mucosa	Human colon mucosa	human colon mucosa	human colon mucosa	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_3.raw	Biological	characteristics[organism]	homo sapiens	homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD002029	Colon_ParticipantA_RNAlater_3.raw	Technical	comment[cleavage agent details]	AC=MS:1001251;NT=Trypsin	AC=MS:1001251;NT=Trypsin	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD002029	Colon_ParticipantA_RNAlater_3.raw	Technical	comment[instrument]	AC=MS:1001911;NT=Q Exactive	AC=MS:1001911;NT=Q Exactive	cv:ms:1001911	cv:ms:1001911	matched	cv_accession	1.000000
